Date,Price
2019-01-02,54.06000000000000227373675443232059478759765625
2019-01-03,53.22999999999999687361196265555918216705322265625
2019-01-04,55.6400000000000005684341886080801486968994140625
2019-01-07,57.10000000000000142108547152020037174224853515625
2019-01-08,56.909999999999996589394868351519107818603515625
2019-01-09,59.46000000000000085265128291212022304534912109375
2019-01-10,60.469999999999998863131622783839702606201171875
2019-01-11,59.24000000000000198951966012828052043914794921875
2019-01-14,58.7999999999999971578290569595992565155029296875
2019-01-15,58.64999999999999857891452847979962825775146484375
2019-01-16,59.81000000000000227373675443232059478759765625
2019-01-17,59.85000000000000142108547152020037174224853515625
2019-01-18,62.03999999999999914734871708787977695465087890625
2019-01-21,62.17999999999999971578290569595992565155029296875
2019-01-22,60.89999999999999857891452847979962825775146484375
2019-01-23,61.0499999999999971578290569595992565155029296875
2019-01-24,61.090000000000003410605131648480892181396484375
2019-01-25,61.49000000000000198951966012828052043914794921875
2019-01-28,59.71000000000000085265128291212022304534912109375
2019-01-29,60.97999999999999687361196265555918216705322265625
2019-01-30,61.8900000000000005684341886080801486968994140625
2019-01-31,62.46000000000000085265128291212022304534912109375
2019-02-01,61.8599999999999994315658113919198513031005859375
2019-02-04,62.25999999999999801048033987171947956085205078125
2019-02-05,61.6700000000000017053025658242404460906982421875
2019-02-06,62.219999999999998863131622783839702606201171875
2019-02-07,61.00999999999999801048033987171947956085205078125
2019-02-08,61.36999999999999744204615126363933086395263671875
2019-02-11,61.2999999999999971578290569595992565155029296875
2019-02-12,62.5799999999999982946974341757595539093017578125
2019-02-13,63.27000000000000312638803734444081783294677734375
2019-02-14,64
2019-02-15,65.650000000000005684341886080801486968994140625
2019-02-18,66.409999999999996589394868351519107818603515625
2019-02-19,65.8599999999999994315658113919198513031005859375
2019-02-20,66.81999999999999317878973670303821563720703125
2019-02-21,66.909999999999996589394868351519107818603515625
2019-02-22,66.909999999999996589394868351519107818603515625
2019-02-25,64.0199999999999960209606797434389591217041015625
2019-02-26,64.5100000000000051159076974727213382720947265625
2019-02-27,65.5499999999999971578290569595992565155029296875
2019-02-28,65.030000000000001136868377216160297393798828125
2019-03-01,63.71000000000000085265128291212022304534912109375
2019-03-04,64.43999999999999772626324556767940521240234375
2019-03-05,64.2399999999999948840923025272786617279052734375
2019-03-06,64.5100000000000051159076974727213382720947265625
2019-03-07,64.81999999999999317878973670303821563720703125
2019-03-08,65.659999999999996589394868351519107818603515625
2019-03-11,65.06000000000000227373675443232059478759765625
2019-03-12,65.3299999999999982946974341757595539093017578125
2019-03-13,65.8900000000000005684341886080801486968994140625
2019-03-14,66.18000000000000682121026329696178436279296875
2019-03-15,66.1099999999999994315658113919198513031005859375
2019-03-18,66.650000000000005684341886080801486968994140625
2019-03-19,67.1299999999999954525264911353588104248046875
2019-03-20,68.349999999999994315658113919198513031005859375
2019-03-21,68.2999999999999971578290569595992565155029296875
2019-03-22,66.2900000000000062527760746888816356658935546875
2019-03-25,67.3700000000000045474735088646411895751953125
2019-03-26,67.5100000000000051159076974727213382720947265625
2019-03-27,67.349999999999994315658113919198513031005859375
2019-03-28,66.0799999999999982946974341757595539093017578125
2019-03-29,67.93000000000000682121026329696178436279296875
2019-04-01,69.0799999999999982946974341757595539093017578125
2019-04-02,69.68000000000000682121026329696178436279296875
2019-04-03,69.2099999999999937472239253111183643341064453125
2019-04-04,69.7999999999999971578290569595992565155029296875
2019-04-05,69.93000000000000682121026329696178436279296875
2019-04-08,71.1200000000000045474735088646411895751953125
2019-04-09,71.0199999999999960209606797434389591217041015625
2019-04-10,71.6299999999999954525264911353588104248046875
2019-04-11,71.2999999999999971578290569595992565155029296875
2019-04-12,71.56999999999999317878973670303821563720703125
2019-04-15,70.900000000000005684341886080801486968994140625
2019-04-16,70.7399999999999948840923025272786617279052734375
2019-04-17,71.1400000000000005684341886080801486968994140625
2019-04-18,70.7099999999999937472239253111183643341064453125
2019-04-23,74.3900000000000005684341886080801486968994140625
2019-04-24,73.590000000000003410605131648480892181396484375
2019-04-25,74.93999999999999772626324556767940521240234375
2019-04-26,71.030000000000001136868377216160297393798828125
2019-04-29,71.219999999999998863131622783839702606201171875
2019-04-30,72.18999999999999772626324556767940521240234375
2019-05-01,72.0100000000000051159076974727213382720947265625
2019-05-02,70.56000000000000227373675443232059478759765625
2019-05-03,71.9500000000000028421709430404007434844970703125
2019-05-06,71.9500000000000028421709430404007434844970703125
